Age,Age_Group,Attrition,Attrition_Flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income_Group,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,Experience_Group,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group2,Income Band,Tenure Group,Promotion Status,Experience Group
42,Senior,No,0,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,3,Male,52,3,1,Human Resources,3,Divorced,2696,Low,24017,0,Y,Yes,11,3,3,80,1,4,Entry Level,5,3,3,2,1,0,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
32,Mid-Career,No,0,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370,Low,3956,1,Y,No,13,3,3,80,1,8,Junior Level,4,3,8,0,0,7,25-34,< $3k,6-10 yrs,Promoted this year,6-10 yrs
48,Senior,No,0,Travel_Rarely,530,Sales,29,1,Medical,1,473,1,Female,91,3,3,Manager,3,Married,12504,Medium,23978,3,Y,No,21,4,2,80,1,15,Mid Level,3,1,0,0,0,0,45-54,$10k-$15k,0-1 yrs,Promoted this year,11-20 yrs
37,Mid-Career,No,0,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,Low,17001,4,Y,Yes,13,3,1,80,2,13,Mid Level,2,3,7,7,6,7,35-44,$3k-$6k,6-10 yrs,5+ yrs since promotion,11-20 yrs
30,Mid-Career,No,0,Non-Travel,641,Sales,25,2,Technical Degree,1,475,4,Female,85,3,2,Sales Executive,3,Married,4736,Low,6069,7,Y,Yes,12,3,2,80,1,4,Entry Level,2,4,2,2,2,2,25-34,$3k-$6k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
26,Young,No,0,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,3,Male,57,3,2,Sales Executive,3,Married,5296,Low,20156,1,Y,No,17,3,2,80,1,8,Junior Level,3,3,8,7,7,7,25-34,$3k-$6k,6-10 yrs,5+ yrs since promotion,6-10 yrs
42,Senior,No,0,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781,Low,17078,3,Y,No,23,4,2,80,0,14,Mid Level,6,3,1,0,0,0,35-44,$6k-$10k,0-1 yrs,Promoted this year,11-20 yrs
21,Young,Yes,1,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,1,Female,99,2,1,Sales Representative,2,Single,2174,Low,9150,1,Y,Yes,11,3,3,80,0,3,Entry Level,3,3,3,2,1,2,Under 25,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
36,Mid-Career,No,0,Non-Travel,845,Sales,1,5,Medical,1,479,4,Female,45,3,2,Sales Executive,4,Single,6653,Low,15276,4,Y,No,15,3,2,80,0,7,Junior Level,6,3,1,0,0,0,35-44,$6k-$10k,0-1 yrs,Promoted this year,6-10 yrs
36,Mid-Career,No,0,Travel_Frequently,541,Sales,3,4,Medical,1,481,1,Male,48,2,3,Sales Executive,4,Married,9699,Medium,7246,4,Y,No,11,3,1,80,1,16,Mid Level,2,3,13,9,1,12,35-44,$6k-$10k,10+ yrs,1-2 yrs since promotion,11-20 yrs
57,Senior,No,0,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755,Low,2967,2,Y,No,11,3,3,80,0,15,Mid Level,2,3,3,2,1,2,55+,$6k-$10k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
40,Senior,No,0,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213,Low,22495,3,Y,Yes,13,3,3,80,1,10,Junior Level,3,3,7,7,1,7,35-44,< $3k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
21,Young,No,0,Non-Travel,895,Sales,9,2,Medical,1,484,1,Male,39,3,1,Sales Representative,4,Single,2610,Low,2851,1,Y,No,24,4,3,80,0,3,Entry Level,3,2,3,2,2,2,Under 25,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
33,Mid-Career,Yes,1,Travel_Rarely,350,Sales,5,3,Marketing,1,485,4,Female,34,3,1,Sales Representative,3,Single,2851,Low,9150,1,Y,Yes,13,3,2,80,0,1,Entry Level,2,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
37,Mid-Career,No,0,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,Low,17663,6,Y,No,20,4,2,80,1,17,Mid Level,3,3,5,4,0,3,35-44,$3k-$6k,4-5 yrs,Promoted this year,11-20 yrs
46,Senior,No,0,Non-Travel,1144,Research & Development,7,4,Medical,1,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258,Low,16044,2,Y,No,14,3,3,80,0,7,Junior Level,2,4,1,0,0,0,45-54,$3k-$6k,0-1 yrs,Promoted this year,6-10 yrs
41,Senior,Yes,1,Travel_Frequently,143,Sales,4,3,Marketing,1,488,1,Male,56,3,2,Sales Executive,2,Single,9355,Medium,9558,1,Y,No,18,3,3,80,0,8,Junior Level,5,3,8,7,7,7,35-44,$6k-$10k,6-10 yrs,5+ yrs since promotion,6-10 yrs
50,Senior,No,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496,Medium,2755,6,Y,No,15,3,4,80,0,20,Mid Level,2,3,4,3,1,3,45-54,$10k-$15k,4-5 yrs,1-2 yrs since promotion,11-20 yrs
40,Senior,Yes,1,Travel_Rarely,575,Sales,22,2,Marketing,1,492,3,Male,68,2,2,Sales Executive,3,Married,6380,Low,6110,2,Y,Yes,12,3,1,80,2,8,Junior Level,6,3,6,4,1,0,35-44,$6k-$10k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
31,Mid-Career,No,0,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,3,Male,42,2,1,Research Scientist,2,Single,2657,Low,7551,0,Y,Yes,16,3,4,80,0,3,Entry Level,5,3,2,2,2,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
21,Young,Yes,1,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,3,Female,90,4,1,Sales Representative,2,Single,2716,Low,25422,1,Y,No,15,3,4,80,0,1,Entry Level,0,3,1,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
29,Young,No,0,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,4,Male,54,3,1,Research Scientist,4,Single,2201,Low,18168,9,Y,No,16,3,4,80,0,6,Junior Level,4,3,3,2,1,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
35,Mid-Career,No,0,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540,Low,19394,9,Y,No,19,3,3,80,0,10,Junior Level,5,3,1,1,0,0,35-44,$6k-$10k,0-1 yrs,Promoted this year,6-10 yrs
27,Young,No,0,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,Low,17881,1,Y,No,11,3,2,80,1,5,Entry Level,2,3,5,2,0,4,25-34,$3k-$6k,4-5 yrs,Promoted this year,3-5 yrs
28,Young,No,0,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,2,Male,92,3,2,Sales Executive,4,Single,5253,Low,20750,1,Y,No,16,3,4,80,0,7,Junior Level,1,3,7,5,0,7,25-34,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
49,Senior,No,0,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965,Medium,12066,8,Y,No,24,4,3,80,0,26,Senior Level,2,3,5,2,0,0,45-54,$10k-$15k,4-5 yrs,Promoted this year,20+ yrs
51,Senior,No,0,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,3,Female,87,3,2,Sales Executive,4,Married,4936,Low,14862,4,Y,No,11,3,3,80,1,18,Mid Level,2,2,7,7,0,7,45-54,$3k-$6k,6-10 yrs,Promoted this year,11-20 yrs
36,Mid-Career,No,0,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,4,Female,96,3,1,Research Scientist,3,Married,2543,Low,11868,4,Y,No,13,3,2,80,1,6,Junior Level,3,3,2,2,2,2,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
34,Mid-Career,Yes,1,Non-Travel,1362,Sales,19,3,Marketing,1,502,1,Male,67,4,2,Sales Executive,4,Single,5304,Low,4652,8,Y,Yes,13,3,2,80,0,9,Junior Level,3,2,5,2,0,4,25-34,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
55,Senior,No,0,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,3,Female,97,3,4,Manager,4,Single,16659,High,23258,2,Y,Yes,13,3,3,80,0,30,Senior Level,2,3,5,4,1,2,55+,$15k+,4-5 yrs,1-2 yrs since promotion,20+ yrs
24,Young,No,0,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260,Low,5915,1,Y,Yes,12,3,4,80,1,5,Entry Level,2,4,5,2,0,3,Under 25,$3k-$6k,4-5 yrs,Promoted this year,3-5 yrs
30,Mid-Career,No,0,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,3,Male,72,3,1,Sales Representative,2,Married,2476,Low,17434,1,Y,No,18,3,1,80,1,1,Entry Level,3,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,0-2 yrs
26,Young,Yes,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,3,Male,73,3,1,Research Scientist,1,Single,3102,Low,6582,0,Y,No,22,4,3,80,0,7,Junior Level,2,3,6,4,0,4,25-34,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
22,Young,No,0,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,1,Female,43,3,1,Research Scientist,2,Married,2244,Low,24440,1,Y,No,13,3,4,80,1,2,Entry Level,1,3,2,1,1,2,Under 25,< $3k,2-3 yrs,1-2 yrs since promotion,0-2 yrs
36,Mid-Career,No,0,Travel_Rarely,164,Sales,2,2,Medical,1,513,2,Male,61,2,3,Sales Executive,3,Married,7596,Medium,3809,1,Y,No,13,3,2,80,2,10,Junior Level,2,3,10,9,9,0,35-44,$6k-$10k,6-10 yrs,5+ yrs since promotion,6-10 yrs
30,Mid-Career,Yes,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,3,Male,40,3,1,Research Scientist,4,Single,2285,Low,3427,9,Y,Yes,23,4,3,80,0,3,Entry Level,4,3,1,0,0,0,25-34,< $3k,0-1 yrs,Promoted this year,3-5 yrs
37,Mid-Career,No,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,Low,26914,1,Y,No,12,3,3,80,1,18,Mid Level,2,2,18,7,12,17,35-44,$3k-$6k,10+ yrs,5+ yrs since promotion,11-20 yrs
40,Senior,No,0,Travel_Rarely,759,Sales,2,2,Marketing,1,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715,Low,22553,7,Y,No,12,3,3,80,2,8,Junior Level,5,3,5,4,1,3,35-44,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
42,Senior,No,0,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,Low,20490,3,Y,No,16,3,2,80,1,8,Junior Level,5,3,5,2,1,2,35-44,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
37,Mid-Career,No,0,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,Low,21123,2,Y,Yes,12,3,4,80,0,18,Mid Level,2,2,1,0,0,1,35-44,$3k-$6k,0-1 yrs,Promoted this year,11-20 yrs
43,Senior,No,0,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,1,Male,59,2,4,Research Director,2,Divorced,14336,High,4345,1,Y,No,11,3,3,80,1,25,Senior Level,3,3,25,10,3,9,35-44,$10k-$15k,10+ yrs,3-5 yrs since promotion,20+ yrs
40,Senior,No,0,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448,Low,13436,6,Y,No,22,4,2,80,1,20,Mid Level,3,3,1,0,0,0,35-44,$3k-$6k,0-1 yrs,Promoted this year,11-20 yrs
54,Senior,No,0,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,1,Male,86,3,5,Research Director,1,Married,19406,High,8509,4,Y,No,11,3,3,80,1,24,Senior Level,4,2,4,2,1,2,45-54,$15k+,4-5 yrs,1-2 yrs since promotion,20+ yrs
34,Mid-Career,No,0,Non-Travel,1381,Sales,4,4,Marketing,1,523,3,Female,72,3,2,Sales Executive,3,Married,6538,Low,12740,9,Y,No,15,3,1,80,1,6,Junior Level,3,3,3,2,1,2,25-34,$6k-$10k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
31,Mid-Career,No,0,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306,Low,4156,1,Y,No,12,3,2,80,1,13,Mid Level,5,1,13,10,3,12,25-34,$3k-$6k,10+ yrs,3-5 yrs since promotion,11-20 yrs
43,Senior,No,0,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258,Low,15238,7,Y,No,20,4,1,80,1,8,Junior Level,1,3,3,2,1,2,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
43,Senior,No,0,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,Low,2227,4,Y,Yes,14,3,4,80,0,8,Junior Level,3,3,5,2,0,2,35-44,$3k-$6k,4-5 yrs,Promoted this year,6-10 yrs
25,Young,No,0,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,2,Female,99,2,2,Sales Executive,4,Single,4487,Low,12090,1,Y,Yes,11,3,2,80,0,5,Entry Level,3,3,5,4,1,3,25-34,$3k-$6k,4-5 yrs,1-2 yrs since promotion,3-5 yrs
37,Mid-Career,No,0,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,Low,23866,3,Y,Yes,15,3,1,80,2,15,Mid Level,2,3,13,11,10,7,35-44,$3k-$6k,10+ yrs,5+ yrs since promotion,11-20 yrs
31,Mid-Career,No,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218,Low,16193,1,Y,No,12,3,3,80,1,4,Entry Level,3,3,4,2,3,2,25-34,< $3k,4-5 yrs,3-5 yrs since promotion,3-5 yrs
39,Mid-Career,No,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,2,Male,52,3,5,Manager,3,Divorced,19197,High,8213,1,Y,Yes,14,3,3,80,1,21,Senior Level,3,3,21,8,1,6,35-44,$15k+,10+ yrs,1-2 yrs since promotion,20+ yrs
56,Senior,No,0,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,3,Female,86,4,4,Sales Executive,1,Married,13212,Medium,18256,9,Y,No,11,3,4,80,3,36,Senior Level,0,2,7,7,7,7,55+,$10k-$15k,6-10 yrs,5+ yrs since promotion,20+ yrs
30,Mid-Career,No,0,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,2,Female,83,3,2,Sales Executive,3,Single,6577,Low,19558,0,Y,No,11,3,2,80,0,6,Junior Level,6,3,5,4,4,4,25-34,$6k-$10k,4-5 yrs,3-5 yrs since promotion,6-10 yrs
41,Senior,No,0,Travel_Rarely,645,Sales,1,3,Marketing,1,534,2,Male,49,4,3,Sales Executive,1,Married,8392,Medium,19566,1,Y,No,16,3,3,80,1,10,Junior Level,2,3,10,7,0,7,35-44,$6k-$10k,6-10 yrs,Promoted this year,6-10 yrs
28,Young,No,0,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,Low,13535,1,Y,No,12,3,4,80,1,10,Junior Level,2,3,10,0,1,8,25-34,$3k-$6k,6-10 yrs,1-2 yrs since promotion,6-10 yrs
25,Young,Yes,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031,Low,9396,5,Y,No,13,3,3,80,1,6,Junior Level,5,3,2,2,0,2,25-34,$3k-$6k,2-3 yrs,Promoted this year,6-10 yrs
52,Senior,No,0,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969,Medium,19609,2,Y,Yes,14,3,3,80,0,28,Senior Level,4,3,5,4,0,4,45-54,$6k-$10k,4-5 yrs,Promoted this year,20+ yrs
45,Senior,No,0,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,1,Male,69,3,1,Research Scientist,4,Married,2654,Low,9655,3,Y,No,21,4,4,80,2,8,Junior Level,3,2,2,2,0,2,45-54,< $3k,2-3 yrs,Promoted this year,6-10 yrs
52,Senior,No,0,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,4,Female,30,3,4,Manager,4,Married,16555,High,10310,2,Y,No,13,3,4,80,0,31,Senior Level,2,1,5,2,1,4,45-54,$15k+,4-5 yrs,1-2 yrs since promotion,20+ yrs
42,Senior,No,0,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556,Low,12932,2,Y,No,11,3,2,80,1,19,Mid Level,3,3,5,4,0,2,35-44,$3k-$6k,4-5 yrs,Promoted this year,11-20 yrs
30,Mid-Career,No,0,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091,Low,24793,2,Y,No,20,4,3,80,0,11,Mid Level,2,3,5,4,0,2,25-34,$6k-$10k,4-5 yrs,Promoted this year,11-20 yrs
60,Senior,No,0,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,1,Female,41,3,5,Manager,1,Married,19566,High,3854,5,Y,No,11,3,4,80,0,33,Senior Level,5,1,29,8,11,10,55+,$15k+,10+ yrs,5+ yrs since promotion,20+ yrs
46,Senior,No,0,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,Low,26314,2,Y,No,14,3,3,80,1,19,Mid Level,5,2,10,7,0,8,45-54,$3k-$6k,6-10 yrs,Promoted this year,11-20 yrs
42,Senior,No,0,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523,Low,4386,0,Y,No,11,3,4,80,3,7,Junior Level,4,4,6,5,0,4,35-44,$3k-$6k,6-10 yrs,Promoted this year,6-10 yrs
24,Young,Yes,1,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,1,Female,62,3,1,Sales Representative,2,Single,3202,Low,21972,1,Y,Yes,16,3,2,80,0,6,Junior Level,4,3,5,3,1,4,Under 25,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
34,Mid-Career,Yes,1,Travel_Frequently,296,Sales,6,2,Marketing,1,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351,Low,12253,0,Y,No,16,3,4,80,1,3,Entry Level,3,2,2,2,1,0,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
38,Mid-Career,No,0,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,Low,12106,1,Y,Yes,23,4,3,80,1,1,Entry Level,3,3,1,0,0,0,35-44,< $3k,0-1 yrs,Promoted this year,0-2 yrs
40,Senior,No,0,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,3,Female,79,3,5,Manager,3,Married,18041,High,13022,0,Y,No,14,3,4,80,0,21,Senior Level,2,3,20,15,1,12,35-44,$15k+,10+ yrs,1-2 yrs since promotion,20+ yrs
26,Young,No,0,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886,Low,3032,1,Y,No,22,4,2,80,2,3,Entry Level,3,1,3,2,0,2,25-34,< $3k,2-3 yrs,Promoted this year,3-5 yrs
30,Mid-Career,No,0,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097,Low,16734,4,Y,No,15,3,3,80,1,9,Junior Level,3,1,5,3,1,4,25-34,< $3k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
29,Young,No,0,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,2,Male,93,2,3,Research Director,3,Married,11935,Medium,21526,1,Y,No,18,3,3,80,0,10,Junior Level,2,3,10,2,0,7,25-34,$10k-$15k,6-10 yrs,Promoted this year,6-10 yrs
29,Young,Yes,1,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,3,Female,71,2,1,Research Scientist,2,Married,2546,Low,18300,5,Y,No,16,3,2,80,0,6,Junior Level,2,4,2,2,1,1,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
19,Young,Yes,1,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,1,Male,52,2,1,Human Resources,4,Single,2564,Low,18437,1,Y,No,12,3,3,80,0,1,Entry Level,3,4,1,0,0,0,Under 25,< $3k,0-1 yrs,Promoted this year,0-2 yrs
30,Mid-Career,No,0,Non-Travel,1398,Sales,22,4,Other,1,567,3,Female,69,3,3,Sales Executive,1,Married,8412,Medium,2890,0,Y,No,11,3,3,80,0,10,Junior Level,3,3,9,8,7,8,25-34,$6k-$10k,6-10 yrs,5+ yrs since promotion,6-10 yrs
57,Senior,No,0,Travel_Rarely,210,Sales,29,3,Marketing,1,568,1,Male,56,2,4,Manager,4,Divorced,14118,High,22102,3,Y,No,12,3,3,80,1,32,Senior Level,3,2,1,0,0,0,55+,$10k-$15k,0-1 yrs,Promoted this year,20+ yrs
50,Senior,No,0,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,2,Male,88,2,4,Manager,3,Married,17046,High,9314,0,Y,No,15,3,2,80,1,28,Senior Level,2,3,27,10,15,7,45-54,$15k+,10+ yrs,5+ yrs since promotion,20+ yrs
30,Mid-Career,No,0,Non-Travel,1116,Research & Development,2,3,Medical,1,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564,Low,7181,0,Y,No,14,3,3,80,0,12,Mid Level,2,2,11,7,6,7,25-34,< $3k,10+ yrs,5+ yrs since promotion,11-20 yrs
60,Senior,No,0,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,3,Female,80,2,3,Sales Executive,1,Married,10266,Medium,2845,4,Y,No,19,3,4,80,0,22,Senior Level,5,4,18,13,13,11,55+,$10k-$15k,10+ yrs,5+ yrs since promotion,20+ yrs
47,Senior,No,0,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,Low,7389,5,Y,No,13,3,3,80,3,20,Mid Level,2,3,5,0,0,4,45-54,$3k-$6k,4-5 yrs,Promoted this year,11-20 yrs
46,Senior,No,0,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,1,Male,51,3,4,Research Director,3,Married,17861,High,2288,6,Y,No,13,3,3,80,0,26,Senior Level,2,1,3,2,0,1,45-54,$15k+,2-3 yrs,Promoted this year,20+ yrs
35,Mid-Career,No,0,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230,Low,19225,0,Y,No,15,3,3,80,0,6,Junior Level,2,3,5,4,4,3,35-44,$3k-$6k,4-5 yrs,3-5 yrs since promotion,6-10 yrs
54,Senior,No,0,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780,Low,23428,7,Y,No,11,3,3,80,0,19,Mid Level,3,3,1,0,0,0,45-54,$3k-$6k,0-1 yrs,Promoted this year,11-20 yrs
34,Mid-Career,No,0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768,Low,8416,3,Y,No,12,3,3,80,1,14,Mid Level,3,3,7,3,5,7,25-34,< $3k,6-10 yrs,3-5 yrs since promotion,11-20 yrs
46,Senior,No,0,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,3,Female,94,2,3,Sales Executive,4,Married,9071,Medium,11563,2,Y,Yes,19,3,3,80,1,15,Mid Level,3,3,3,2,1,2,45-54,$6k-$10k,2-3 yrs,1-2 yrs since promotion,11-20 yrs
31,Mid-Career,No,0,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,Medium,14394,1,Y,No,25,4,4,80,1,13,Mid Level,6,4,13,8,0,8,25-34,$10k-$15k,10+ yrs,Promoted this year,11-20 yrs
33,Mid-Career,Yes,1,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,2,Male,56,3,3,Manager,3,Married,13610,Medium,24619,7,Y,Yes,12,3,4,80,0,15,Mid Level,2,4,7,6,7,7,25-34,$10k-$15k,6-10 yrs,5+ yrs since promotion,11-20 yrs
33,Mid-Career,Yes,1,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,Low,6705,7,Y,No,13,3,1,80,3,8,Junior Level,2,3,4,3,1,3,25-34,$3k-$6k,4-5 yrs,1-2 yrs since promotion,6-10 yrs
30,Mid-Career,No,0,Travel_Rarely,413,Sales,7,1,Marketing,1,585,4,Male,57,3,1,Sales Representative,2,Single,2983,Low,18398,0,Y,No,14,3,1,80,0,4,Entry Level,3,3,3,2,1,2,25-34,< $3k,2-3 yrs,1-2 yrs since promotion,3-5 yrs
35,Mid-Career,No,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632,Medium,14295,4,Y,Yes,12,3,3,80,0,10,Junior Level,2,3,8,7,0,0,35-44,$6k-$10k,6-10 yrs,Promoted this year,6-10 yrs
31,Mid-Career,Yes,1,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824,Medium,22908,3,Y,No,12,3,1,80,0,12,Mid Level,2,3,1,0,0,0,25-34,$6k-$10k,0-1 yrs,Promoted this year,11-20 yrs
34,Mid-Career,Yes,1,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,2,Female,43,3,3,Human Resources,1,Divorced,9950,Medium,11533,9,Y,Yes,15,3,3,80,3,11,Mid Level,2,3,3,2,0,2,25-34,$6k-$10k,2-3 yrs,Promoted this year,11-20 yrs
42,Senior,No,0,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093,Low,9260,4,Y,No,17,3,4,80,1,8,Junior Level,4,3,2,2,2,0,35-44,< $3k,2-3 yrs,1-2 yrs since promotion,6-10 yrs
